table,id,action,current_ar,current_en,target_ar,target_en
db_MANAGERS,M-0067,filled_en,"David Mandigora - زيمبابوي","","David Mandigora - زيمبابوي","David Mandigora - Zimbabwe"
db_MANAGERS,M-0070,filled_en,"أيمن المزين - مصر","","أيمن المزين - مصر","Aymn Almzyn - Egypt"
db_MANAGERS,M-0074,filled_en,"Martín Rodrigo - الأرجنتين","","Martín Rodrigo - الأرجنتين","Martín Rodrigo - Argentina"
db_MANAGERS,M-0075,filled_en,"مانويل جوزيه - البرتغال","","مانويل جوزيه - البرتغال","Manwyl Jwzyh - Portugal"
db_MANAGERS,M-0080,filled_en,"كرونوسلاف يورشيتش - كرواتيا","","كرونوسلاف يورشيتش - كرواتيا","Krwnwslaf Ywrshytsh - Croatia"
db_MANAGERS,M-0082,filled_en,"جوزيه ريفيرو - إسبانيا","","جوزيه ريفيرو - إسبانيا","Jwzyh Ryfyrw - Spain"
db_MANAGERS,M-0084,filled_en,"غازي الغرايري - تونس","","غازي الغرايري - تونس","Ghazy Alghrayry - Tunisia"
db_MANAGERS,M-0088,filled_en,"Brian Schmetzer - أمريكا","","Brian Schmetzer - أمريكا","Brian Schmetzer - United States"
db_MANAGERS,M-0092,filled_en,"طارق يحيى - مصر","","طارق يحيى - مصر","Tarq Yhya - Egypt"
db_MANAGERS,M-0094,filled_en,"نبيل الكوكي - تونس","","نبيل الكوكي - تونس","Nbyl Alkwky - Tunisia"
db_MANAGERS,M-0095,filled_en,"MIGUEL CARDOSO - البرتغال","","MIGUEL CARDOSO - البرتغال","Miguel Cardoso - Portugal"
db_MANAGERS,M-0101,filled_en,"Maciej SKORZA - بولندا","","Maciej SKORZA - بولندا","Maciej Skorza - Poland"
db_MANAGERS,M-0104,filled_en,"Marcello Lippi - إيطاليا","","Marcello Lippi - إيطاليا","Marcello Lippi - Italy"
db_MANAGERS,M-0105,filled_en,"جوزيه جوميز - البرتغال","","جوزيه جوميز - البرتغال","Jwzyh Jwmyz - Portugal"
db_MANAGERS,M-0107,filled_en,"طارق شعبان - مصر","","طارق شعبان - مصر","Tarq Shaban - Egypt"
db_MANAGERS,M-0108,filled_en,"Patrick Aussems - بلجيكا","","Patrick Aussems - بلجيكا","Patrick Aussems - Belgium"
db_MANAGERS,M-0110,filled_en,"إيهاب جلال - مصر","","إيهاب جلال - مصر","Iyhab Jlal - Egypt"
db_MANAGERS,M-0099,filled_en,"أحمد ماهر - مصر","","أحمد ماهر - مصر","Ahmd Mahr - Egypt"
db_MANAGERS,M-0011,filled_en,"سامر عبدالرحمن - مصر","","سامر عبدالرحمن - مصر","Samr Abdalrhmn - Egypt"
db_MANAGERS,M-0077,filled_en,"عبدالمنعم الحاج - مصر","","عبدالمنعم الحاج - مصر","Abdalmnam Alhaj - Egypt"
db_MANAGERS,M-0049,filled_en,"عبده صالح الوحش - مصر","","عبده صالح الوحش - مصر","Abdh Salh Alwhsh - Egypt"
db_MANAGERS,M-0030,filled_en,"مجيد بوقرة - الجزائر","","مجيد بوقرة - الجزائر","Mjyd Bwqrh - Algeria"
db_MANAGERS,M-0087,filled_en,"محسن صالح - مصر","","محسن صالح - مصر","Mhsn Salh - Egypt"
db_MANAGERS,M-0031,filled_en,"Charles Mhlauri - زيمبابوي","","Charles Mhlauri - زيمبابوي","Charles Mhlauri - Zimbabwe"
db_MANAGERS,M-0072,filled_en,"Dick Advocaat - هولندا","","Dick Advocaat - هولندا","Dick Advocaat - Netherlands"
db_MANAGERS,M-0023,filled_en,"Didier Six - فرنسا","","Didier Six - فرنسا","Didier Six - France"
db_MANAGERS,M-0071,filled_en,"Felix Sanchez Bas - إسبانيا","","Felix Sanchez Bas - إسبانيا","Felix Sanchez Bas - Spain"
db_MANAGERS,M-0090,filled_en,"Fouzi Ibrahim - ؟","","Fouzi Ibrahim - ؟","Fouzi Ibrahim - ?"
db_MANAGERS,M-0006,filled_en,"Yannick Ferrera - بلجيكا","","Yannick Ferrera - بلجيكا","Yannick Ferrera - Belgium"
db_MANAGERS,M-0009,filled_en,"Rabah Saadane - الجزائر","","Rabah Saadane - الجزائر","Rabah Saadane - Algeria"
db_MANAGERS,M-0010,filled_en,"Mohammed Abdalla MAZDA - السودان","","Mohammed Abdalla MAZDA - السودان","Mohammed Abdalla Mazda - Sudan"
db_MANAGERS,M-0022,filled_en,"António Conceição - البرتغال","","António Conceição - البرتغال","António Conceição - Portugal"
db_MANAGERS,M-0027,filled_en,"Gjoko Hadžievski - مقدونيا الشمالية","","Gjoko Hadžievski - مقدونيا الشمالية","Gjoko Hadžievski - North Macedonia"
db_MANAGERS,M-0032,filled_en,"Branko Tucak - كرواتيا","","Branko Tucak - كرواتيا","Branko Tucak - Croatia"
db_MANAGERS,M-0036,filled_en,"Ali Fergani - الجزائر","","Ali Fergani - الجزائر","Ali Fergani - Algeria"
db_MANAGERS,M-0037,filled_en,"Pierre Lechantre - فرنسا","","Pierre Lechantre - فرنسا","Pierre Lechantre - France"
db_MANAGERS,M-0039,filled_en,"Edmé Codjo - بنين","","Edmé Codjo - بنين","Edmé Codjo - Benin"
db_MANAGERS,M-0040,filled_en,"Moses Basena - أوغندا","","Moses Basena - أوغندا","Moses Basena - Uganda"
db_MANAGERS,M-0045,filled_en,"Nils-Johan Semb - النرويج","","Nils - Johan Semb - النرويج","Nils - Johan Semb - Norway"
db_MANAGERS,M-0046,filled_en,"Didier Gomes - فرنسا","","Didier Gomes - فرنسا","Didier Gomes - France"
db_MANAGERS,M-0050,filled_en,"Patrick Phiri - زامبيا","","Patrick Phiri - زامبيا","Patrick Phiri - Zambia"
db_MANAGERS,M-0055,filled_en,"Dave Mackay - اسكتلندا","","Dave Mackay - اسكتلندا","Dave Mackay - Scotland"
db_MANAGERS,M-0056,filled_en,"Peter Butler - إنجلترا","","Peter Butler - إنجلترا","Peter Butler - England"
db_MANAGERS,M-0057,filled_en,"Amidu Karim - سيراليون","","Amidu Karim - سيراليون","Amidu Karim - Sierra Leone"
db_MANAGERS,M-0060,filled_en,"Seyoum Abate - إثيوبيا","","Seyoum Abate - إثيوبيا","Seyoum Abate - Ethiopia"
db_MANAGERS,M-0064,filled_en,"Jong-Hwan Park - كوريا الجنوبية","","Jong - Hwan Park - كوريا الجنوبية","Jong - Hwan Park - South Korea"
db_MANAGERS,M-0068,filled_en,"Patrice Neveu - فرنسا","","Patrice Neveu - فرنسا","Patrice Neveu - France"
db_MANAGERS,M-0069,filled_en,"Otto Pfister - ألمانيا","","Otto Pfister - ألمانيا","Otto Pfister - Germany"
db_MANAGERS,M-0073,filled_en,"Shaibu Amodu - نيجيريا","","Shaibu Amodu - نيجيريا","Shaibu Amodu - Nigeria"
db_MANAGERS,M-0083,filled_en,"Toni - البرتغال","","Toni - البرتغال","Toni - Portugal"
db_MANAGERS,M-0086,filled_en,"Mahmoud Abou Regaila - مصر","","Mahmoud Abou Regaila - مصر","Mahmoud Abou Regaila - Egypt"
db_MANAGERS,M-0091,filled_en,"Jeff Butler - إنجلترا","","Jeff Butler - إنجلترا","Jeff Butler - England"
db_MANAGERS,M-0093,filled_en,"Dimitar Dimitrov - بلغاريا","","Dimitar Dimitrov - بلغاريا","Dimitar Dimitrov - Bulgaria"
db_MANAGERS,M-0096,filled_en,"Hans Heiniger - سويسرا","","Hans Heiniger - سويسرا","Hans Heiniger - Switzerland"
db_MANAGERS,M-0100,filled_en,"Rudi Gutendorf - ألمانيا","","Rudi Gutendorf - ألمانيا","Rudi Gutendorf - Germany"
db_MANAGERS,M-0106,filled_en,"Zaki Osman - مصر","","Zaki Osman - مصر","Zaki Osman - Egypt"
db_MANAGERS,M-0109,filled_en,"Juan Carlos Osorio - كولومبيا","","Juan Carlos Osorio - كولومبيا","Juan Carlos Osorio - Colombia"
db_MANAGERS,M-0115,filled_en,"مارتن يول - هولندا","","مارتن يول - هولندا","Martn Ywl - Netherlands"
db_MANAGERS,M-0219,filled_en,"Jalal Qaderi - تونس","","Jalal Qaderi - تونس","Jalal Qaderi - Tunisia"
db_MANAGERS,M-0183,filled_en,"Jean-Guy Wallemme - فرنسا","","Jean - Guy Wallemme - فرنسا","Jean - Guy Wallemme - France"
db_MANAGERS,M-0119,filled_en,"Ibrahim Zakariaou - النيجر","","Ibrahim Zakariaou - النيجر","Ibrahim Zakariaou - Niger"
db_MANAGERS,M-0120,filled_en,"ضياء عبدالصمد - مصر","","ضياء عبدالصمد - مصر","Dya Abdalsmd - Egypt"
db_MANAGERS,M-0208,filled_en,"Mano Menezes - البرازيل","","Mano Menezes - البرازيل","Mano Menezes - Brazil"
db_MANAGERS,M-0122,filled_en,"Dusan Kondic - صربيا","","Dusan Kondic - صربيا","Dusan Kondic - Serbia"
db_MANAGERS,M-0123,filled_en,"جيوف باتلر - إنجلترا","","جيوف باتلر - إنجلترا","Jywf Batlr - England"
db_MANAGERS,M-0124,filled_en,"عبدالباقي جمال - مصر","","عبدالباقي جمال - مصر","Abdalbaqy Jmal - Egypt"
db_MANAGERS,M-0154,filled_en,"Lars-Olof Mattsson - السويد","","Lars - Olof Mattsson - السويد","Lars - Olof Mattsson - Sweden"
db_MANAGERS,M-0126,filled_en,"مختار مختار - مصر","","مختار مختار - مصر","Mkhtar Mkhtar - Egypt"
db_MANAGERS,M-0127,filled_en,"Ivo Sahj - سلوفينيا","","Ivo Sahj - سلوفينيا","Ivo Sahj - Slovenia"
db_MANAGERS,M-0158,filled_en,"Zlatko Dalic - كرواتيا","","Zlatko Dalic - كرواتيا","Zlatko Dalic - Croatia"
db_MANAGERS,M-0178,filled_en,"Zico - البرازيل","","Zico - البرازيل","Zico - Brazil"
db_MANAGERS,M-0172,filled_en,"James McCrae - اسكتلندا","","James McCrae - اسكتلندا","James Mccrae - Scotland"
db_MANAGERS,M-0155,filled_en,"Rade Bogdanovic - صربيا","","Rade Bogdanovic - صربيا","Rade Bogdanovic - Serbia"
db_MANAGERS,M-0147,filled_en,"Morten Olsen - الدنمارك","","Morten Olsen - الدنمارك","Morten Olsen - Denmark"
db_MANAGERS,M-0135,filled_en,"حلمي طولان - مصر","","حلمي طولان - مصر","Hlmy Twlan - Egypt"
db_MANAGERS,M-0065,filled_en,"Pancho Gonzalès - ؟","","Pancho Gonzalès - ؟","Pancho Gonzalès - ?"
db_MANAGERS,M-0138,filled_en,"ميمي فريد - مصر","","ميمي فريد - مصر","Mymy Fryd - Egypt"
db_MANAGERS,M-0139,filled_en,"Rigo Gervais - كوت ديفوار","","Rigo Gervais - كوت ديفوار","Rigo Gervais - Ivory Coast"
db_MANAGERS,M-0167,filled_en,"وبيتو أباتي - إثيوبيا","","وبيتو أباتي - إثيوبيا","Wbytw Abaty - Ethiopia"
db_MANAGERS,M-0218,filled_en,"Mécha Bazdarevic - البوسنة والهرسك","","Mécha Bazdarevic - البوسنة والهرسك","Mécha Bazdarevic - Bosnia and Herzegovina"
db_MANAGERS,M-0142,filled_en,"محمد فاخر - المغرب","","محمد فاخر - المغرب","Mhmd Fakhr - Morocco"
db_MANAGERS,M-0179,filled_en,"Jack Charlton - إنجلترا","","Jack Charlton - إنجلترا","Jack Charlton - England"
db_MANAGERS,M-0146,filled_en,"توني أوليفرا - البرتغال","","توني أوليفرا - البرتغال","Twny Awlyfra - Portugal"
db_MANAGERS,M-0149,filled_en,"حسام البدري - مصر","","حسام البدري - مصر","Hsam Albdry - Egypt"
db_MANAGERS,M-0153,filled_en,"حسن العبدولي - الإمارات","","حسن العبدولي - الإمارات","Hsn Alabdwly - United Arab Emirates"
db_MANAGERS,M-0157,filled_en,"باتشيكو - البرتغال","","باتشيكو - البرتغال","Batshykw - Portugal"
db_MANAGERS,M-0160,filled_en,"بيدرو بن علي - إسبانيا","","بيدرو بن علي - إسبانيا","Bydrw Bn Aly - Spain"
db_MANAGERS,M-0161,filled_en,"Eric Tinkler - جنوب أفريقيا","","Eric Tinkler - جنوب أفريقيا","Eric Tinkler - South Africa"
db_MANAGERS,M-0165,filled_en,"دانييل شانسيز - فرنسا","","دانييل شانسيز - فرنسا","Danyyl Shansyz - France"
db_MANAGERS,M-0168,filled_en,"خالد عيد - مصر","","خالد عيد - مصر","Khald Ayd - Egypt"
db_MANAGERS,M-0170,filled_en,"محمود الجوهري - مصر","","محمود الجوهري - مصر","Mhmwd Aljwhry - Egypt"
db_MANAGERS,M-0176,filled_en,"شوقي غريب - مصر","","شوقي غريب - مصر","Shwqy Ghryb - Egypt"
db_MANAGERS,M-0182,filled_en,"خافيير ماسكيرانو - الأرجنتين","","خافيير ماسكيرانو - الأرجنتين","Khafyyr Maskyranw - Argentina"
db_MANAGERS,M-0186,filled_en,"Zemariam Damtew - إثيوبيا","","Zemariam Damtew - إثيوبيا","Zemariam Damtew - Ethiopia"
db_MANAGERS,M-0190,filled_en,"Gbenga Ogunbote - نيجيريا","","Gbenga Ogunbote - نيجيريا","Gbenga Ogunbote - Nigeria"
db_MANAGERS,M-0191,filled_en,"أشرف قاسم - مصر","","أشرف قاسم - مصر","Ashrf Qasm - Egypt"
db_MANAGERS,M-0192,filled_en,"Sergio Lobera - إسبانيا","","Sergio Lobera - إسبانيا","Sergio Lobera - Spain"
db_MANAGERS,M-0193,filled_en,"رضا شحاتة - مصر","","رضا شحاتة - مصر","Rda Shhath - Egypt"
db_MANAGERS,M-0196,filled_en,"معين الشعباني - تونس","","معين الشعباني - تونس","Mayn Alshabany - Tunisia"
db_MANAGERS,M-0197,filled_en,"يس سوروب - الدنمارك","","يس سوروب - الدنمارك","Ys Swrwb - Denmark"
db_MANAGERS,M-0200,filled_en,"منذر الكبير - تونس","","منذر الكبير - تونس","Mndhr Alkbyr - Tunisia"
db_MANAGERS,M-0204,filled_en,"Lamine N'Diaye - السنغال","","Lamine N'Diaye - السنغال","Lamine N'diaye - Senegal"
db_MANAGERS,M-0207,filled_en,"تاكيس جونياس - اليونان","","تاكيس جونياس - اليونان","Takys Jwnyas - Greece"
db_MANAGERS,M-0209,filled_en,"ربيع ياسين - مصر","","ربيع ياسين - مصر","Rbya Yasyn - Egypt"
db_MANAGERS,M-0213,filled_en,"فتحي مبروك - مصر","","فتحي مبروك - مصر","Fthy Mbrwk - Egypt"
db_MANAGERS,M-0223,filled_en,"George Lwandamina - زامبيا","","George Lwandamina - زامبيا","George Lwandamina - Zambia"
db_MANAGERS,M-0224,filled_en,"زوران مانولوفيتش - صربيا","","زوران مانولوفيتش - صربيا","Zwran Manwlwfytsh - Serbia"
db_MANAGERS,M-0226,filled_en,"أدهم السلحدار - مصر","","أدهم السلحدار - مصر","Adhm Alslhdar - Egypt"
db_MANAGERS,M-0222,filled_en,"أحمد أيوب - مصر","","أحمد أيوب - مصر","Ahmd Aywb - Egypt"
db_MANAGERS,M-0117,filled_en,"ضياء السيد - مصر","","ضياء السيد - مصر","Dya Alsyd - Egypt"
db_MANAGERS,M-0220,filled_en,"علي أبو جريشة - مصر","","علي أبو جريشة - مصر","Aly Abw Jryshh - Egypt"
db_MANAGERS,M-0151,filled_en,"كالوتشاي - المجر","","كالوتشاي - المجر","Kalwtshay - Hungary"
db_MANAGERS,M-0181,filled_en,"محمود سعد - مصر","","محمود سعد - مصر","Mhmwd Sad - Egypt"
db_MANAGERS,M-0152,filled_en,"Bobby Williamson - اسكتلندا","","Bobby Williamson - اسكتلندا","Bobby Williamson - Scotland"
db_MANAGERS,M-0206,filled_en,"يورجن ديكسي - ألمانيا","","يورجن ديكسي - ألمانيا","Ywrjn Dyksy - Germany"
db_MANAGERS,M-0212,filled_en,"Aimé Anthuenis - بلجيكا","","Aimé Anthuenis - بلجيكا","Aimé Anthuenis - Belgium"
db_MANAGERS,M-0221,filled_en,"Alaa Morsy - مصر","","Alaa Morsy - مصر","Alaa Morsy - Egypt"
db_MANAGERS,M-0137,filled_en,"طارق السكتيوي - المغرب","","طارق السكتيوي - المغرب","Tarq Alsktywy - Morocco"
db_MANAGERS,M-0216,filled_en,"Darren Bazeley  إنجلترا","","Darren Bazeley  إنجلترا","Darren Bazeley إنجلترا"
db_MANAGERS,M-0201,filled_en,"David Otti - أوغندا","","David Otti - أوغندا","David Otti - Uganda"
db_MANAGERS,M-0180,filled_en,"Dettmar Cramer - ألمانيا","","Dettmar Cramer - ألمانيا","Dettmar Cramer - Germany"
db_MANAGERS,M-0143,filled_en,"Esteban Becker - الأرجنتين","","Esteban Becker - الأرجنتين","Esteban Becker - Argentina"
db_MANAGERS,M-0205,filled_en,"Fabio Capello - إيطاليا","","Fabio Capello - إيطاليا","Fabio Capello - Italy"
db_MANAGERS,M-0198,filled_en,"Fernando Santos - البرتغال","","Fernando Santos - البرتغال","Fernando Santos - Portugal"
db_MANAGERS,M-0225,filled_en,"Guy Stéphan - فرنسا","","Guy Stéphan - فرنسا","Guy Stéphan - France"
db_MANAGERS,M-0118,filled_en,"Javier Clemente - إسبانيا","","Javier Clemente - إسبانيا","Javier Clemente - Spain"
db_MANAGERS,M-0121,filled_en,"Borhan Tia - السودان","","Borhan Tia - السودان","Borhan Tia - Sudan"
db_MANAGERS,M-0125,filled_en,"Wilfred Lardner - ليبيريا","","Wilfred Lardner - ليبيريا","Wilfred Lardner - Liberia"
db_MANAGERS,M-0129,filled_en,"Dietrich Weise - ألمانيا","","Dietrich Weise - ألمانيا","Dietrich Weise - Germany"
db_MANAGERS,M-0130,filled_en,"Amsatou Fall - السنغال","","Amsatou Fall - السنغال","Amsatou Fall - Senegal"
db_MANAGERS,M-0136,filled_en,"Gottlieb Göller - ألمانيا","","Gottlieb Göller - ألمانيا","Gottlieb Göller - Germany"
db_MANAGERS,M-0141,filled_en,"Klaus-Dieter Pagels - ألمانيا","","Klaus - Dieter Pagels - ألمانيا","Klaus - Dieter Pagels - Germany"
db_MANAGERS,M-0144,filled_en,"Avram Grant - إسرائيل","","Avram Grant - إسرائيل","Avram Grant - Israel"
db_MANAGERS,M-0145,filled_en,"Eberhard Vogel - ألمانيا","","Eberhard Vogel - ألمانيا","Eberhard Vogel - Germany"
db_MANAGERS,M-0148,filled_en,"Ruston Mogane - ناميبيا","","Ruston Mogane - ناميبيا","Ruston Mogane - Namibia"
db_MANAGERS,M-0156,filled_en,"Patrick Parizon - فرنسا","","Patrick Parizon - فرنسا","Patrick Parizon - France"
db_MANAGERS,M-0159,filled_en,"Ben Bamfuchile - زامبيا","","Ben Bamfuchile - زامبيا","Ben Bamfuchile - Zambia"
db_MANAGERS,M-0163,filled_en,"Stanislav Cherchesov - روسيا","","Stanislav Cherchesov - روسيا","Stanislav Cherchesov - Russia"
db_MANAGERS,M-0164,filled_en,"Abderrahmane Mehdaoui - الجزائر","","Abderrahmane Mehdaoui - الجزائر","Abderrahmane Mehdaoui - Algeria"
db_MANAGERS,M-0166,filled_en,"Jomo Sono - جنوب أفريقيا","","Jomo Sono - جنوب أفريقيا","Jomo Sono - South Africa"
db_MANAGERS,M-0169,filled_en,"Slobodan Santrač - يوغوسلافيا","","Slobodan Santrač - يوغوسلافيا","Slobodan Santrač - Yugoslavia"
db_MANAGERS,M-0173,filled_en,"Claude Le Roy - فرنسا","","Claude Le Roy - فرنسا","Claude Le Roy - France"
db_MANAGERS,M-0184,filled_en,"Srećko Juričić - كرواتيا","","Srećko Juričić - كرواتيا","Srećko Juričić - Croatia"
db_MANAGERS,M-0185,filled_en,"Sunday Chidzambwa - زيمبابوي","","Sunday Chidzambwa - زيمبابوي","Sunday Chidzambwa - Zimbabwe"
db_MANAGERS,M-0195,filled_en,"Cadrivel Dorasami - موريشيوس","","Cadrivel Dorasami - موريشيوس","Cadrivel Dorasami - Mauritius"
db_MANAGERS,M-0215,filled_en,"Abdelghani Djadaoui - الجزائر","","Abdelghani Djadaoui - الجزائر","Abdelghani Djadaoui - Algeria"
db_MANAGERS,M-0217,filled_en,"Colwyn Rowe - إنجلترا","","Colwyn Rowe - إنجلترا","Colwyn Rowe - England"
db_MANAGERS,M-0285,filled_en,"Jorge Augusto Pena - ؟","","Jorge Augusto Pena - ؟","Jorge Augusto Pena - ?"
db_MANAGERS,M-0297,filled_en,"Manuel Cajuda - البرتغال","","Manuel Cajuda - البرتغال","Manuel Cajuda - Portugal"
db_MANAGERS,M-0230,filled_en,"مجدي عبدالعاطي - مصر","","مجدي عبدالعاطي - مصر","Mjdy Abdalaaty - Egypt"
db_MANAGERS,M-0305,filled_en,"Chris Hughton - إنجلترا","","Chris Hughton - إنجلترا","Chris Hughton - England"
db_MANAGERS,M-0311,filled_en,"Ahmed Refaat - مصر","","Ahmed Refaat - مصر","Ahmed Refaat - Egypt"
db_MANAGERS,M-0319,filled_en,"Trott Moloto - جنوب أفريقيا","","Trott Moloto - جنوب أفريقيا","Trott Moloto - South Africa"
db_MANAGERS,M-0321,filled_en,"Allan Harris - إنجلترا","","Allan Harris - إنجلترا","Allan Harris - England"
db_MANAGERS,M-0323,filled_en,"Bob Bradley - أمريكا","","Bob Bradley - أمريكا","Bob Bradley - United States"
db_MANAGERS,M-0327,filled_en,"Beom-geun Cha - كوريا الجنوبية","","Beom - geun Cha - كوريا الجنوبية","Beom - Geun Cha - South Korea"
db_MANAGERS,M-0328,filled_en,"Bubista - الرأس الأخضر","","Bubista - الرأس الأخضر","Bubista - Cape Verde"
db_MANAGERS,M-0331,filled_en,"Reinhard Fabisch - ألمانيا","","Reinhard Fabisch - ألمانيا","Reinhard Fabisch - Germany"
db_MANAGERS,M-0340,filled_en,"Carlos Alhinho - الرأس الأخضر","","Carlos Alhinho - الرأس الأخضر","Carlos Alhinho - Cape Verde"
db_MANAGERS,M-0309,filled_en,"Džemaludin Mušović - البوسنة والهرسك","","Džemaludin Mušović - البوسنة والهرسك","Džemaludin Mušović - Bosnia and Herzegovina"
db_MANAGERS,M-0244,filled_en,"نيبويشا يوفوفيتش - الجبل الأسود","","نيبويشا يوفوفيتش - الجبل الأسود","Nybwysha Ywfwfytsh - Montenegro"
db_MANAGERS,M-0245,filled_en,"أحمد الكاس - مصر","","أحمد الكاس - مصر","Ahmd Alkas - Egypt"
db_MANAGERS,M-0266,filled_en,"Mamadou Keita - مالي","","Mamadou Keita - مالي","Mamadou Keita - Mali"
db_MANAGERS,M-0279,filled_en,"Ivan Hasek - التشيك","","Ivan Hasek - التشيك","Ivan Hasek - Czech Republic"
db_MANAGERS,M-0248,filled_en,"حسام حسن - مصر","","حسام حسن - مصر","Hsam Hsn - Egypt"
db_MANAGERS,M-0322,filled_en,"Jacques Santini - فرنسا","","Jacques Santini - فرنسا","Jacques Santini - France"
db_MANAGERS,M-0250,filled_en,"مارسيل كولر - سويسرا","","مارسيل كولر - سويسرا","Marsyl Kwlr - Switzerland"
db_MANAGERS,M-0265,filled_en,"Jacques Yaméogo - بوركينا فاسو","","Jacques Yaméogo - بوركينا فاسو","Jacques Yaméogo - Burkina Faso"
db_MANAGERS,M-0253,moved_latin_to_en,"Titi Camara","","","Titi Camara"
db_MANAGERS,M-0278,filled_en,"Theo Bücker - ألمانيا","","Theo Bücker - ألمانيا","Theo Bücker - Germany"
db_MANAGERS,M-0298,filled_en,"Jan B. Poulsen - الدنمارك","","Jan B. Poulsen - الدنمارك","Jan B. Poulsen - Denmark"
db_MANAGERS,M-0256,filled_en,"فرانك دوما - فرنسا","","فرانك دوما - فرنسا","Frank Dwma - France"
db_MANAGERS,M-0257,filled_en,"Joãoaulo Costa - البرتغال","","Joãoaulo Costa - البرتغال","Joãoaulo Costa - Portugal"
db_MANAGERS,M-0281,filled_en,"Madjid Bougherra - الجزائر","","Madjid Bougherra - الجزائر","Madjid Bougherra - Algeria"
db_MANAGERS,M-0259,filled_en,"الفاتح النجار - السودان","","الفاتح النجار - السودان","Alfath Alnjar - Sudan"
db_MANAGERS,M-0260,filled_en,"Jimmy Ndayizeye - بوروندي","","Jimmy Ndayizeye - بوروندي","Jimmy Ndayizeye - Burundi"
db_MANAGERS,M-0235,filled_en,"Sir Bobby Robson - إنجلترا","","Sir Bobby Robson - إنجلترا","Sir Bobby Robson - England"
db_MANAGERS,M-0263,filled_en,"محمد عودة - مصر","","محمد عودة - مصر","Mhmd Awdh - Egypt"
db_MANAGERS,M-0294,filled_en,"Safet Susic - البوسنة والهرسك","","Safet Susic - البوسنة والهرسك","Safet Susic - Bosnia and Herzegovina"
db_MANAGERS,M-0324,filled_en,"Rui Vitória - البرتغال","","Rui Vitória - البرتغال","Rui Vitória - Portugal"
db_MANAGERS,M-0329,filled_en,"José Faria - البرازيل","","José Faria - البرازيل","José Faria - Brazil"
db_MANAGERS,M-0296,filled_en,"Michael Smith - أمريكا","","Michael Smith - أمريكا","Michael Smith - United States"
db_MANAGERS,M-0268,filled_en,"أسامة عرابي - مصر","","أسامة عرابي - مصر","Asamh Araby - Egypt"
db_MANAGERS,M-0301,filled_en,"Miroslav Soukup - التشيك","","Miroslav Soukup - التشيك","Miroslav Soukup - Czech Republic"
db_MANAGERS,M-0270,filled_en,"نبيل معلول - تونس","","نبيل معلول - تونس","Nbyl Malwl - Tunisia"
db_MANAGERS,M-0273,filled_en,"سامي قمصان - مصر","","سامي قمصان - مصر","Samy Qmsan - Egypt"
db_MANAGERS,M-0274,filled_en,"نبيل نجيز - الجزائر","","نبيل نجيز - الجزائر","Nbyl Njyz - Algeria"
db_MANAGERS,M-0275,filled_en,"ميمي عبدالرازق - مصر","","ميمي عبدالرازق - مصر","Mymy Abdalrazq - Egypt"
db_MANAGERS,M-0814,filled_en,"Fabio Cannavaro - إيطاليا","","Fabio Cannavaro - إيطاليا","Fabio Cannavaro - Italy"
db_MANAGERS,M-0325,filled_en,"Ken Dugdale - نيوزيلاندا","","Ken Dugdale - نيوزيلاندا","Ken Dugdale - New Zealand"
db_MANAGERS,M-0290,filled_en,"كرم جابر - مصر","","كرم جابر - مصر","Krm Jabr - Egypt"
db_MANAGERS,M-0292,filled_en,"محمد عبدالجليل - مصر","","محمد عبدالجليل - مصر","Mhmd Abdaljlyl - Egypt"
db_MANAGERS,M-0304,filled_en,"طه إسماعيل - مصر","","طه إسماعيل - مصر","Th Ismaayl - Egypt"
db_MANAGERS,M-0306,filled_en,"أمير عبدالعزيز - مصر","","أمير عبدالعزيز - مصر","Amyr Abdalazyz - Egypt"
db_MANAGERS,M-0308,filled_en,"صلاح آدم - السودان","","صلاح آدم - السودان","Slah Adm - Sudan"
db_MANAGERS,M-0310,filled_en,"علي الفرجاني - الجزائر","","علي الفرجاني - الجزائر","Aly Alfrjany - Algeria"
db_MANAGERS,M-0314,filled_en,"حسين عموتة - المغرب","","حسين عموتة - المغرب","Hsyn Amwth - Morocco"
db_MANAGERS,M-0316,filled_en,"خالد جلال - مصر","","خالد جلال - مصر","Khald Jlal - Egypt"
db_MANAGERS,M-0317,filled_en,"جورفان فييرا - البرازيل","","جورفان فييرا - البرازيل","Jwrfan Fyyra - Brazil"
db_MANAGERS,M-0318,filled_en,"أحمد كشري - مصر","","أحمد كشري - مصر","Ahmd Kshry - Egypt"
db_MANAGERS,M-0320,filled_en,"Ted Dumitru - رومانيا","","Ted Dumitru - رومانيا","Ted Dumitru - Romania"
db_MANAGERS,M-0330,filled_en,"جون توشاك - ويلز","","جون توشاك - ويلز","Jwn Twshak - Wales"
db_MANAGERS,M-0335,filled_en,"العربي الزواوي - تونس","","العربي الزواوي - تونس","Alarby Alzwawy - Tunisia"
db_MANAGERS,M-0337,filled_en,"Ogba Mohammed Bashar - غانا","","Ogba Mohammed Bashar - غانا","Ogba Mohammed Bashar - Ghana"
db_MANAGERS,M-0338,filled_en,"Kevin Ibinga Mutassu - الجابون","","Kevin Ibinga Mutassu - الجابون","Kevin Ibinga Mutassu - Gabon"
db_MANAGERS,M-0339,filled_en,"ميشال ديكستال - سويسرا","","ميشال ديكستال - سويسرا","Myshal Dykstal - Switzerland"
